word;last_mentioned_on;part_of_speech;meanings
nevar;;verbo transitivo direto, intransitivo e pronominal;[Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos.
nevar;;verbo transitivo direto;Esfriar pela presenca de neve ou de gelo.
nevas;;;Nevas vem do verbo nevar.
nevas;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nevei;;;Nevei vem do verbo nevar.
nevei;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nevem;;;Nevem vem do verbo nevar.
nevem;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
neves;;;Neves vem do verbo nevar.
neves;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nevoa;;substantivo feminino;Vapor aquoso muito denso que obscurece a atmosfera. | Obscuridade, falta de clareza. | Aquilo que embaraca a vista. leve estorvo a visao. | [Medicina]  Macula que se forma na cornea e dificulta a visao. belida.
nevou;;;Nevou vem do verbo nevar.
nevou;;;Acao de cair neve. cobrir de neve: nevou em algumas regioes do Rio Grande do Sul. | [Figurado] Obter a cor branca. tornar-se branco. embranquecer(-se): a lua nevava o sertao. sua pele nevava-se com o passar dos anos. | Esfriar pela presenca de neve ou de gelo.
nhama;;;
nhoca;;;
nicar;;verbo transitivo;Picar com o bico (falando-se de aves). | [Popular] Escalavrar ou rachar com o bico de um piao (outro piao).
nicar;;verbo intransitivo;[Brasil: Sul] Bater com uma bolinha de vidro em outra, no jogo de gude.
nicha;;feminino;[Portugal] Buraco no chao, para o jogo da choca.
nicho;;substantivo feminino;Divisao que, geralmente presa a parede, pode ser usada para colocar imagens, estatuas ou quaisquer outros objetos. | Espaco na estante para colocar livros. | [Figurado] Cargo bem remunerado cujo trabalho e facil: conseguiu um nicho no planalto. | [Economia] Porcao restrita do mercado que, normalmente, propicia novas oportunidades de negocios. publico-alvo. | [Ecologia] Regiao limitada de um habitat em que ha condicoes necessarias para que uma especie, ou organismo, consiga sobreviver e existir. | [Figurado] Lugar afastado, distante. retiro. | [Figurado] Moradia de pequeno porte, de tamanho reduzido. | [Por Extensao] Estrutura feita pelas aves para incubacao de seus ovos. ninho.
nielo;;substantivo masculino;Esmalte preto. nigela.
niger;;;
nigua;;substantivo feminino;[Entomologia] Denominacao comum do bicho-de-pe (Tunga penetrans), no Mexico e no Paraguai.
nilas;;substantivo masculino;Tecido indiano de fibras de cascas de arvores e seda.
nilos;;;Nilos e o plural de nilo.
nilos;;;[Regionalismo: Rio Grande do Sul] Diz-se do gado bovino que tem a cabeca branca e o corpo de outra cor.
nilza;;;
nimbo;;substantivo masculino;Bs-art. Disco ou circulo luminoso que cinge a cabeca das imagens de Cristo e dos santos, e que na Antiguidade cingia a cabeca dos imperadores romanos deificados. | Aureola, resplendor. | Nuvem baixa e escura, que prenuncia chuva proxima.
nimio;;adjetivo;Demasiado, excessivo: nimia gentileza.
ninai;;;Ninai vem do verbo ninar. O mesmo que: aninai, acalentai, adormecei, embalai.
ninai;;;Fazer adormecer. acalentar.
ninam;;;Ninam vem do verbo ninar. O mesmo que: aninam, acalentam, adormecem, embalam.
ninam;;;Fazer adormecer. acalentar.
ninar;;verbo transitivo;Fazer adormecer. acalentar.
ninas;;;Ninas vem do verbo ninar. O mesmo que: aninas, acalentas, adormeces, embalas.
ninas;;;Fazer adormecer. acalentar.
ninei;;;Ninei vem do verbo ninar. O mesmo que: aninei, acalentei, adormeci, embalei.
ninei;;;Fazer adormecer. acalentar.
ninem;;;Ninem vem do verbo ninar. O mesmo que: aninem, acalentem, adormecam, embalem.
ninem;;;Fazer adormecer. acalentar.
nines;;;Nines vem do verbo ninar. O mesmo que: anines, acalentes, adormecas, embales.
nines;;;Fazer adormecer. acalentar.
ninfa;;substantivo feminino;Na mitologia grega, divindade feminina que vigiava os diversos reinos da natureza. | As oreades cuidavam das colinas e das montanhas, enquanto as nereidas zelavam pelo mar Mediterraneo. As naiades eram as ninfas dos rios, arroios e outras correntes de agua. O oceano era protegido pelas oceanides. As driades e hamadriades cuidavam das arvores e das florestas.
ninho;;substantivo masculino;Construcao que as aves, alguns insetos e alguns peixes fazem para depositar os ovos, choca-los e criar os filhotes. | Habitacao feita por alguns animais. | [Figurado] Habitacao, teto, casa. | Esconderijo. | [Figurado] Ninho de amores, lugar delicioso. | [Popular] Ninho de rato, qualquer lugar ou recanto desarrumado.
ninja;;substantivo masculino;Lutador da arte marcial japonesa ninjutsu, caracterizada pelos movimentos discretos, furtivos, e pelo disfarce (protetor de cabeca preto que so deixa os olhos a mostra). | [Por Extensao] Pessoa que se veste ou age como um ninja, com movimentos furtivos e disfarces.
ninou;;;Ninou vem do verbo ninar. O mesmo que: aninou, acalentou, adormeceu, embalou.
ninou;;;Fazer adormecer. acalentar.
niple;;;
nipoa;;;
niqab;;;
nisco;;substantivo masculino;[Portugal] O mesmo que miscaro.
nisso;;contracao;Expressa inclusao ou proximidade em relacao ao que esta perto da pessoa com quem se fala: voce vai entrar nisso? | [Gramatica] Contracao da preposicao em com o pronome demonstrativo isso.
nisto;;contracao;Expressao contraida, equivalente a em isto: nao falemos nisto, por favor!
nisto;;adverbio;Naquela ou nessa situacao, circunstancia ou momento. entao: sobre vender a casa, nunca tinha pensado nisto.
nitro;;substantivo masculino;Designacao usual do salitre, ou nitrato de potassio.
nivea;;;Nivea e o feminino de niveo. O mesmo que: alva, lactea, nevada, branca.
nivea;;;Que se pode referir a neve. que possui cor ou aspecto de neve. branco, nevado ou alvo.
nivel;;substantivo masculino;Estado de um plano horizontal: nivel do mar. | Grau de elevacao de uma linha de um plano, em relacao a uma superficie horizontal de referencia: o nivel do mar continua subindo. | Valor atingido por uma grandeza. | [Construcao] Instrumento que confirma se algo esta alinhado horizontalmente. | Estagio que separa uma designacao educacional: nivel primario, nivel intermediario, nivel superior. | Posicao que alguem ocupa numa classificacao: disciplina introdutoria nivel I. | [Figurado] Categoria que determina a posicao de alguma coisa (acima, abaixo). ponto: atleta se mantem em nivel de competicao. | [Figurado] Condicao de comparacao com o limite de outra coisa ou particularidade em diversos ambitos: suas declaracoes ultrapassaram o nivel do aceitavel. | [Figurado] Situacao, grau de uma coisa em relacao a outra. equilibrio. | Igualdade de plano, de merito. | Instrumento que mede a diferenca entre a altura de dois pontos. | Instrumento que faz a averiguacao e confirma se um plano esta disposto para relacao ao horizonte.
nivel;;expressao;Curva de nivel. Linha imaginaria que liga os pontos de mesma altitude e que e utilizada para representar o relevo em uma carta geografica. (A diferenca de altitude entre duas curvas vizinhas e constante.). | Nivel de base. Limite teorico abaixo do qual os cursos de agua cessariam de efetuar um trabalho de erosao e de transporte. | Nivel de bolha de ar. Tubo de vidro no qual se encontram um liquido bem movel (alcool ou eter) e uma bolha gasosa. | Nivel de agua. Nivel composto de dois pequenos tubos que se comunicam entre si, e que contem agua. | Nivel mental ou nivel intelectual. Grau de evolucao intelectual de um individuo em relacao a media. | Nivel de vida. Avaliacao quantitativa e objetiva do modo de existencia media de uma nacao, de um grupo social etc. | Superficie de nivel. Lugar dos pontos de um liquido em equilibrio onde se exerce a mesma pressao. num campo de vetores, superficie normal em relacao as linhas de campo.
niveo;;adjetivo;Que se pode referir a neve. que possui cor ou aspecto de neve. branco, nevado ou alvo.
niver;;;
nobel;;substantivo masculino;Premiacao de reconhecimento internacional atraves da qual pessoas que fizeram pesquisas de grande relevancia em areas especificas, nomeadamente em Quimica, Fisica, Medicina, Literatura, Economia e Paz, sao reconhecidas e premiadas. | [Por Extensao] Pessoa que ganhou esse premio: o nobel de economia de  Gary Becker vira ao Brasil. | [Gramatica] Forma Reduzida de Premio Nobel. em ingles: Nobel Prize.
nobre;;adjetivo;Que possui titulo de nobreza. que faz parte da nobreza, classe de pessoas que, por descendencia ou por atribuicao do reino, possui esse titulo que lhes garantem privilegios ou regalias em relacao aos demais grupos. | Relativo a pessoas que fazem parte da nobreza. | [Por Extensao] Merecedor de respeito pelas suas boas qualidades e meritos. | Que se destaca por ser majestoso. em que ha fausto ou majestade. | Que tende a fazer o bem. generoso: um nobre soldado. | Que se destina a pessoas ou acoes solenes: clube nobre. | [Quimica] Que nao possui capacidade de reagir com os demais. inerte.
nobre;;substantivo masculino e feminino;Pessoa que faz parte da nobreza. quem pode ser considerado nobre. aristocrata, fidalgo.
nocao;;substantivo feminino;Conhecimento. ideia imediata e intuitiva que se tem sobre alguma coisa. | Conhecimento nao aprofundado sobre algo. ideia generalista e abstrata sobre certo assunto: nao tem nocao da maneira como se faz um carro. | Opiniao. ponto de vista ou resolucao particular sobre algo ou sobre alguem. | Sem nocao. Quem e inapropriado, inconveniente ou nao sabe se comportar.
nocao;;substantivo feminino plural;Nocoes. Conhecimentos ou ideias basicas sobre alguma coisa: precisava de nocoes de mecanica.
nodar;;verbo transitivo direto;Atar, prender, segurar com no: Nodaram bracos e pernas da vitima.
nodoa;;adjetivo;Mancha. sinal deixado por alguma coisa suja: nodoa de batom. | [Figurado] Desonra. acao ou comportamento que prejudica outra pessoa. o que busca manchar a honra de alguem: ele nao falava muito sobre a nodoa que tinha no passado.
noemi;;;
nogai;;adjetivo;[Etnologia] Relativo aos Nogais, povo de origem turca, habitante do Norte do Caucaso.
nogai;;substantivo masculino;Individuo desse povo. | Lingua uralo-altaica dos Nogais.
noiro;;;
noite;;substantivo feminino;Espaco de tempo entre o por do sol e o amanhecer. | Escuridao que reina durante esse tempo. | [Popular] Diversao ou entretenimento noturna. vida noturna: ir para noite. | Falta de claridade. trevas. | Condicao melancolica. melancolia. | Ausencia de visao. cegueira.
noite;;expressao;Noite fechada. Noite completa. | Ir alta a noite. Ser muito tarde. | Noite e dia. De maneira continuada. continuamente. | A noite dos tempos. Os tempos mais recuados da historia.
noiva;;substantivo feminino;Mulher que esta para casar. | Mulher recem-casada.
noivo;;substantivo masculino;Sujeito que se compromete, atraves de uma promessa de casamento, com alguem. | Durante um casamento, aquele que esta se casando. | Sujeito recem-casado.
noivo;;substantivo masculino plural;Nubentes: aqueles que estavam ligados por uma promessa de casamento. que acabaram de se casar e sao designados noivos ate o termino das celebracoes da cerimonia matrimonial.
nojar;;;
nomes;;;Nomes e o plural de nome. O mesmo que: antenomes, apelidos, denominacoes, familias, titulos.
nomes;;;Denominacao. palavra ou expressao que designa algo ou alguem. | A designacao de uma pessoa. nome de batismo: seu nome e Maria. | Sobrenome. denominacao que caracteriza a familia: ofereceu seu nome.
nonas;;substantivo feminino, plural;No antigo calendario romano, o nono dia antes dos idos.
nonde;;substantivo masculino;Grande arvore de Mocambique, cuja madeira se emprega em almadias.
nonos;;;Nonos e o plural de nono.
nonos;;;O que ocupa o lugar marcado pelo numero nove. | Fracao obtida pela divisao por nove.
noras;;;Noras e o plural de nora.
noras;;;Mulher em relacao aos pais da pessoa com quem e casada. | Mecanismo usado para tirar agua de pocos, ou cisternas, constituido por  uma roda de madeira que faz girar as cordas com os alcatruzes, tipo de vasos.
norma;;substantivo feminino;Principio que serve de regra, de lei: normas escolares. | Modelo, exemplo a ser seguido. padrao: normas da empresa. | Aquilo que determina um comportamento, conduta, acao. regra. | [Gramatica] Reuniao das regras determinadas sobre o que deve, ou nao, ser utilizado numa lingua: norma linguistica. | [Gramatica] Quaisquer aspectos que, numa lingua, sao determinados por regras sociais, pelo uso corrente.
normo;;;
norsa;;;
norte;;substantivo masculino;Um dos quatro pontos cardeais, em direcao da estrela Polar. (Abrev.: N.) (O norte esta situado na direcao do eixo de rotacao terrestre, de tal forma que um observador, situado no ponto em que esse eixo corta a Terra e olhando para cima de sua cabeca, ve as estrelas se deslocarem no sentido inverso ao dos ponteiros de um relogio.). | Parte do globo terrestre ou de um pais situado na direcao desse ponto. | [Brasil] Regiao constituida dos Estados do Amazonas, Para, Acre, Amapa, Roraima e Rondonia. | Fam. Perder o norte, perder a direcao, nao saber mais onde se esta, desnortear-se.
nossa;;interjeicao;Expressao de admiracao, surpresa, espanto, felicidade: nossa, voce perdeu o emprego? Nossa! Que dia mais lindo.
nossa;;pronome;Que nos pertence. refere-se somente ao feminino: esta casa e minha e da minha irma, ela e nossa!
nosso;;pronome possessivo;Que nos pertence, que nos diz respeito. | Que nos pertence: este carro e nosso. | Que nos diz respeito: esta assunto nao e do nosso alcance. | Que se origina de nos ou por nos e realizado: nosso livro ganhou premios. | Do local, lugar, nacionalidade, natureza a que fazemos parte: nosso cafe e o melhor do mundo. | Que usamos com frequencia ou fazemos por habito: nosso aviao hoje se atrasou. | Que merece reconhecimento ou e estimado por nos: nosso filho e um genio. | [Gramatica] Usado para determinar o sujeito, sendo representado pela primeira pessoa do plural (nos).
